context_recall,faithfulness,semantic_similarity,answer_correctness
1.0,1.0,0.9499395723230641,0.45177060736648034
1.0,1.0,0.9809740665707867,0.9119101833093635
1.0,1.0,0.8841600884515262,0.47104002211288154
1.0,1.0,0.933474973966897,0.7958687434917242
1.0,1.0,0.9467366044019603,0.73668415110049
0.0,1.0,0.8155761619733253,0.20389404049333132
1.0,1.0,0.9502757162142776,0.9875689290535694
1.0,1.0,0.9394944177063725,0.7348736044265931
1.0,0.8333333333333334,0.9395162880542305,0.780333617468103
1.0,1.0,0.9570922544146052,0.6142730636036513
1.0,1.0,0.9722882265269895,0.671643485203176
1.0,0.5,0.878970317092193,0.5197425792730483
1.0,1.0,0.949391914772919,0.6123479786932298
1.0,1.0,0.9811438171902095,0.7452859542975524
1.0,0.5,0.9345056548117479,0.533626413702937
1.0,1.0,0.9601555409862319,0.4543245995322723
1.0,1.0,0.9858206108357526,0.7464551527089381
1.0,1.0,0.9608799379834769,0.6152199844958692
1.0,1.0,0.970686982769678,0.9926717456924194
1.0,1.0,0.8966635189747717,0.7866658797436928
1.0,1.0,0.8453301398543719,0.9613325349635929
1.0,1.0,0.9695089500442001,0.5885310836648961
1.0,1.0,0.8934793686267881,0.973369842156697
1.0,1.0,0.8656039516276404,0.8164009879069102
1.0,1.0,0.6636438320146044,0.1659109580036511
1.0,1.0,0.7289698789941114,0.5572424697485279
1.0,1.0,0.9558214875134959,0.8014553718783739
1.0,1.0,0.936422244798176,0.984105561199544
1.0,0.6666666666666666,0.9076642675341933,0.8697732097406912
1.0,1.0,0.9053942497008853,0.9763485624252213
1.0,1.0,0.9453475123250716,0.836336878081268
1.0,1.0,0.9448332198229888,0.9862083049557472
1.0,1.0,0.8476341257166001,0.58690853142915
1.0,1.0,0.8159202935330512,0.4539800733832628
1.0,1.0,0.914225581470784,0.8285563953676961
1.0,1.0,0.8854914910141316,0.521372872753533
1.0,1.0,0.9545281593726385,0.6136320398431596
1.0,1.0,0.9381399977701944,0.5345349994425487
1.0,1.0,0.9654565931628202,0.8413641482907052
1.0,1.0,0.9869822093960259,0.8896026952061493
1.0,1.0,0.9550808447845284,0.6673416397675607
1.0,1.0,0.9594392542574484,0.8827169564215049
1.0,1.0,0.9606815551932434,0.6687418173697395
1.0,1.0,0.9730946003970786,0.8682736500992696
1.0,1.0,0.9599080603752929,0.6685484436652518
1.0,1.0,0.7285347645642679,0.482133691141067
1.0,1.0,0.8973345595997334,0.8243336398999335
1.0,1.0,0.9251404286187948,0.7312851071546986
1.0,1.0,0.9453414573141321,0.9863353643285331
1.0,1.0,0.8667184101341588,0.7791796025335397
1.0,1.0,0.7840970245165115,0.6460242561291278
1.0,1.0,0.8427257176390612,0.5440147627430987
1.0,1.0,0.7106551656390176,0.6776637914097544
1.0,0.75,0.7271534089493714,0.3317883522373429
1.0,0.6666666666666666,0.7706542911856098,0.4234328035656332
1.0,0.3333333333333333,0.7068627658576285,0.4767156914644072
1.0,1.0,0.9573277959101905,0.9893319489775476
1.0,1.0,0.8249232702813596,0.6677692791088014
1.0,1.0,0.8254989961241264,0.5813747490310316
1.0,1.0,0.9465422589694714,0.7366355647423677
1.0,1.0,0.9402080999794185,0.7350520249948544
1.0,1.0,0.8712800132339313,0.5511533366418162
1.0,0.8888888888888888,0.9801540624887601,0.74503851562219
1.0,0.5,0.957357975760667,0.7687512586460491
1.0,0.75,0.9025201610658461,0.6006300402664615
1.0,0.8,0.6977462360145723,0.5494365590036431
1.0,1.0,0.7764341787754707,0.9441085446938677
1.0,1.0,0.8284527616530514,0.8071131904132629
1.0,1.0,0.7979637664417962,0.7449454870649945
1.0,1.0,0.8220018388484983,0.6340718882835532
1.0,1.0,0.7509653743454892,0.6877413435863723
0.0,0.3333333333333333,0.6270647634777423,0.15676619086943558
1.0,1.0,0.7000899548270911,0.5500224887067728
1.0,1.0,0.8239831183525133,0.5059957795881284
1.0,1.0,0.7703838146322857,0.6925959536580715
1.0,1.0,0.9414460645510625,0.5080887888650383
1.0,1.0,0.7905375911689553,0.9476343977922388
1.0,1.0,0.8212548008352546,0.3553137002088137
1.0,1.0,0.6879765046036617,0.47199412615091546
1.0,1.0,0.72644855710736,0.68161213927684
1.0,1.0,0.7644086082730543,0.9411021520682636
0.0,1.0,0.7925241186412744,0.1981310296603186
0.0,0.6666666666666666,0.7571923959661857,0.48929809899154647
1.0,1.0,0.7632133605369353,0.9408033401342338
1.0,1.0,0.7647956149333133,0.4054846180190426
1.0,1.0,0.6472719179643281,0.16181797949108204
1.0,1.0,0.974289713400801,0.6185724283502002
1.0,1.0,0.9387560684829673,0.6096890171207419
0.0,0.8,0.8130706101285914,0.20326765253214785
1.0,1.0,0.9548029648576692,0.5387007412144174
1.0,0.8,0.9550369349323298,0.6137592337330824
1.0,1.0,0.9166986942587443,0.41667467356468607
1.0,1.0,0.9304135474020108,0.6826033868505026
1.0,1.0,0.8489816103917145,0.545578735931262
1.0,1.0,0.8384127748610285,0.5846031937152572
1.0,0.6666666666666666,0.744460106699425,0.4861150266748563
1.0,1.0,0.9660510583380048,0.7415127645845012
1.0,1.0,0.9191685795945279,0.529792144898632
1.0,1.0,0.8674517337093244,0.7168629334273311
1.0,1.0,0.9969208515448194,0.9992302128862048
1.0,0.8333333333333334,0.9305941589281803,0.795148539732045
1.0,1.0,0.8279688595348565,0.5819922148837141
1.0,1.0,0.8509614388272262,0.7127403597068065
1.0,1.0,0.90002739043308,0.97500684760827
1.0,1.0,0.950213145945238,0.7375532864863095
1.0,1.0,0.7197907327979721,0.9299476831994931
1.0,1.0,0.9171264882594523,0.979281622064863
1.0,1.0,0.865050541323894,0.5912626353309736
1.0,0.6666666666666666,0.9583409102235166,0.7395852275558792
1.0,1.0,0.9342705599487565,0.4210676399871891
1.0,1.0,0.8205619609604308,0.4551404902401077
1.0,1.0,0.9223155054378698,0.6055788763594674
1.0,1.0,0.9285510809043437,0.23213777022608592
1.0,1.0,0.9103624190240192,0.5609239380893382
0.0,1.0,0.7289603909185985,0.18224009772964964
0.0,1.0,0.7943181785373634,0.19857954463434085
1.0,1.0,0.9465427787417914,0.6116356946854479
1.0,1.0,0.9402472882757827,0.5350618220689457
1.0,1.0,0.9184895699957313,0.6046223924989328
1.0,1.0,0.9570638392089086,0.9892659598022271
1.0,1.0,0.9664487619191849,0.8416121904797963
1.0,1.0,0.7260738574715738,0.45424573709516614
1.0,1.0,0.7041501435800162,0.17603753589500404
1.0,1.0,0.692516750620527,0.6731291876551317
1.0,1.0,0.6640447504541404,0.1660111876135351
1.0,0.75,0.701060627663207,0.6038365854872303
1.0,1.0,0.9337186372348896,0.5334296593087224
1.0,1.0,0.9529211463903482,0.613230286597587
1.0,1.0,0.9016996961830556,0.5254249240457639
1.0,1.0,0.9538045500093728,0.9884511375023433
1.0,1.0,0.9612461946977675,0.7403115486744418
1.0,1.0,0.9970667652349036,0.9992666913087259
1.0,0.6666666666666666,0.9244754725027813,0.8311188681256954
1.0,1.0,0.9245125169828947,0.8311281292457238
1.0,1.0,0.9504443783198641,0.9042777612466327
1.0,1.0,0.9808689045680989,0.9952172261420247
1.0,1.0,0.9102539345759422,0.47756348364398554
1.0,1.0,0.9714301174861413,0.6178575293715354
1.0,1.0,0.9506722959833914,0.6126680739958479
1.0,1.0,0.8370976953284965,0.7092744238321241
0.0,0.6,0.8070838172900582,0.20177095432251455
1.0,1.0,0.7548882469823661,0.18872206174559153
1.0,0.75,0.7083108999677178,0.17707772499192945
1.0,1.0,0.8880055788317069,0.5970013947079267
1.0,1.0,0.723485178638325,0.4808712946595813
1.0,0.5,0.8521972336810213,0.7130493084202554
1.0,1.0,0.8106651360952879,0.20266628402382197
1.0,1.0,0.9588688857377414,0.8397172214344355
1.0,1.0,0.9539507319655571,0.5384876829913894
1.0,1.0,1.0,1.0
1.0,1.0,0.9585948422990029,0.7396487105747507
1.0,1.0,0.9245221098336001,0.4454162417441143
0.5,0.6666666666666666,0.9507488996194436,0.40435389157152757
1.0,0.8333333333333334,0.6862229775179589,0.4215557443794897
1.0,1.0,0.9281920403824371,0.7320480100956092
1.0,1.0,0.9538373053680261,0.7384593263420065
1.0,1.0,0.9176702807390519,0.47941757018476294
1.0,0.6,0.9526584698690117,0.6131646174672529
1.0,1.0,0.9252346802014089,0.9813086700503522
0.5,1.0,0.8943824778964709,0.6735956194741177
1.0,1.0,0.9074560281580721,0.6884024685779795
1.0,1.0,0.7705270741752701,0.6926317685438175
1.0,1.0,0.8512079996550674,0.512801999913767
1.0,1.0,0.7225903055620331,0.4806475763905083
1.0,1.0,0.9714137528433304,0.7428534382108326
1.0,1.0,0.9960233465785068,0.9990058366446267
1.0,1.0,0.8026882503409775,0.30067206258524437
0.0,1.0,0.9541006221347037,0.23852515553367593
0.5,1.0,0.9445315906425998,0.6647043262320785
1.0,1.0,0.94361832932361,0.7359045823309025
1.0,1.0,0.8707752833050608,0.8176938208262653
1.0,1.0,0.9620360488321791,0.9223271940262265
1.0,1.0,0.977421589016903,0.8443553972542258
1.0,1.0,0.9773807740183973,0.5443451935045993
1.0,1.0,0.8994969617188668,0.9748742404297167
1.0,1.0,0.9482262795929215,0.8370565698982304
1.0,1.0,0.9281383493533361,0.607034587338334
1.0,1.0,0.9733337677664357,0.7433334419416089
1.0,1.0,0.88902399002043,0.4949832702323802
1.0,1.0,0.7955999241536942,0.4988999810384236
1.0,1.0,0.9410837326718804,0.6638423617393987
1.0,0.8,0.7490622207600419,0.5622655551900104
1.0,1.0,0.7013618382702209,0.17534045956755523
1.0,0.6,0.6658462102511684,0.1664615525627921
0.0,1.0,0.7769240583910364,0.1942310145977591
1.0,1.0,0.9103178195004135,0.6025794548751033
1.0,1.0,0.9353608760872211,0.7338402190218053
1.0,1.0,0.902171513182415,0.3922095449622704
1.0,0.6666666666666666,0.7270562583153604,0.48176406457884013
1.0,1.0,0.9274851953579468,0.7318712988394867
1.0,1.0,0.9370079104639182,0.567585310949313
1.0,1.0,0.8635923597504533,0.46589808993761334
1.0,1.0,0.9579429445758068,0.8164088130670286
0.0,1.0,0.8078695611296871,0.20196739028242178
1.0,1.0,0.9616816066743625,0.9904204016685907
1.0,1.0,0.9640742415312191,0.8410185603828049
1.0,1.0,0.987025741993527,0.7467564354983818
1.0,1.0,0.971138900466761,0.885641867973833
1.0,1.0,0.9629092220853845,0.7407273055213461
1.0,1.0,0.9386613342680414,0.7346653335670102
1.0,1.0,0.9861065706256811,0.8298599759897536
1.0,1.0,0.9583395320041244,0.7083348830010312
1.0,1.0,0.944687962390513,0.8361719905976284
1.0,1.0,0.9607038568333565,0.4901759642083391
1.0,1.0,0.9984516402036724,0.9996129100509181
1.0,1.0,0.7808405135583715,0.5702101283895928
0.0,0.6666666666666666,0.774173683088152,0.193543420772038
0.0,0.5,0.8161140731123606,0.20402851827809015
1.0,1.0,0.951553605785092,0.737888401446273
1.0,1.0,0.988950286946923,0.9972375717367308
1.0,1.0,0.9608325339777954,0.8171312104175259
1.0,1.0,0.9950604096789378,0.9987651024197345
1.0,1.0,0.952452781030442,0.699651656796072
0.5,1.0,0.9374328962830931,0.507085496798046
1.0,1.0,0.8832166233391555,0.6895541558347889
1.0,1.0,0.9454952272081367,0.6863738068020342
1.0,1.0,0.9775467189671747,0.9943866797417937
1.0,0.875,0.9644961666697993,0.8839811845245926
0.0,0.5,0.7677168699062497,0.1919292174765624
0.0,0.8,0.8759183269623956,0.2189795817405989
0.0,1.0,0.8343830347313415,0.20859575868283536
1.0,1.0,0.8996098547610535,0.49762973641753605
1.0,1.0,0.8891084065207702,0.5972771016301925
1.0,1.0,0.9442069588685524,0.4860517397171381
1.0,1.0,0.975258216567701,0.886671696999068
1.0,1.0,0.9230697382684525,0.7307674345671131
1.0,1.0,0.9770888108232468,0.8442722027058118
1.0,0.9,0.9739480799141591,0.8611340788020692
1.0,1.0,0.9549817467991986,0.5114727094270723
1.0,0.5,0.9830619694061662,0.6207654923515415
1.0,1.0,0.933059386555289,0.6082648466388223
1.0,1.0,0.9897711404632382,0.9974427851158095
1.0,1.0,0.9227415565186388,0.5306853891296597
1.0,1.0,0.93713602789557,0.7342840069738925
1.0,1.0,0.9546556285163383,0.4529496214147989
1.0,1.0,0.8923776203929636,0.5980944050982409
1.0,1.0,0.882524480944313,0.90244930205426
1.0,1.0,0.9517154546280856,0.7379288636570214
1.0,1.0,0.8018935332060151,0.5004733833015038
1.0,1.0,1.0000000000000002,1.0
0.0,1.0,0.7844076982561744,0.7586019245640436
1.0,1.0,0.6676158550859179,0.5419039637714795
1.0,1.0,0.8631263462246397,0.81578158655616
1.0,1.0,0.9418081393330534,0.9854520348332634
1.0,1.0,0.9892261155427199,0.9973065288856799
1.0,1.0,0.9538320022861166,0.6134580005715291
1.0,1.0,0.9939903828120635,0.9984975957030159
1.0,1.0,0.9073027327284577,0.6768256831821144
1.0,1.0,0.9253119174020517,0.8313279793505131
1.0,1.0,0.9743339042860879,0.8435834760715221
1.0,1.0,0.9935663560696527,0.8483915890174133
1.0,1.0,0.9265494862696539,0.4816373715674135
1.0,1.0,0.836269096336993,0.45906727408424824
1.0,1.0,0.9468765565104649,0.8367191391276163
1.0,1.0,0.8367699226969865,0.7091924806742467
1.0,1.0,0.9328236447849874,0.6082059111962468
1.0,1.0,0.9287200349399906,0.6071800087349977
1.0,1.0,0.935391303861962,0.6088478259654905
1.0,1.0,0.941553842341778,0.8782456034425873
1.0,1.0,0.970991935038718,0.7427479837596795
1.0,1.0,0.9225834152888737,0.7306458538222185
1.0,1.0,0.8791728454495975,0.4697932113623994
1.0,1.0,0.8797594163459319,0.369939854086483
1.0,1.0,0.9395570986119479,0.6634607032244155
1.0,1.0,0.9472827807379922,0.48682069518449805
1.0,1.0,0.9246448624029979,0.4454469298864637
1.0,1.0,0.9323310466948063,0.5330827616737016
1.0,1.0,0.9593460099407403,0.8398365024851852
1.0,1.0,0.840255737406447,0.37673060101827843
1.0,1.0,0.9917338916686008,0.9979334729171502
1.0,1.0,0.9640893593941128,0.7410223398485282
1.0,1.0,0.9900398438290481,0.847509960957262
1.0,1.0,0.9437938702814621,0.5359484675703656
0.0,1.0,0.8702783477198777,0.21756958692996942
1.0,0.0,0.8510534998167385,0.21276337495418463
1.0,1.0,0.8943687670870665,0.5985921917717666
1.0,1.0,0.9361460020258814,0.8340365005064705
1.0,0.6666666666666666,0.7882654250196122,0.5720663562549031
1.0,1.0,0.9897443360288901,0.6760075125786511
1.0,1.0,0.874172824633481,0.9108508984660626
1.0,1.0,0.9398054693765181,0.9849513673441295
0.0,0.5,0.7241410414678786,0.18103526036696965
1.0,1.0,0.8919262139662525,0.9047997353097449
0.0,0.75,0.7589351074822863,0.18973377687057158
1.0,1.0,0.6929786481227431,0.7357446620306858
1.0,1.0,0.8911564382865789,0.43707482385735896
1.0,0.75,0.9441305503335973,0.4860326375833993
1.0,1.0,0.8524676833219773,0.4631169208304943
1.0,1.0,0.9019993750211697,0.4397855580410067
1.0,1.0,0.8959765729779571,0.5239941432444893
1.0,1.0,0.9377242363489675,0.7344310590872418
1.0,1.0,0.8840679550690926,0.47101698876727316
1.0,1.0,0.897496303102423,0.9743740757756058
1.0,1.0,0.901903488221282,0.5254758720553205
1.0,1.0,0.9406009319907207,0.9851502329976802
1.0,1.0,0.9225514701263411,0.5306378675315853
1.0,1.0,0.9283800962770407,0.5320950240692602
1.0,0.3333333333333333,0.9592358311851134,0.6148089577962783
1.0,1.0,0.949237914344188,0.7827640240405924
0.0,0.8571428571428571,0.8567582164707244,0.2141895541176811
1.0,1.0,0.9224605017855276,0.605615125446382
1.0,0.7142857142857143,0.8464969449339977,0.7570787816880449
0.0,0.5,0.8267735900306586,0.20669339750766466
1.0,1.0,0.9073594056965546,0.7722943968786841
1.0,1.0,0.6923254539252747,0.17308136348131867
0.0,1.0,0.709734116394628,0.177433529098657
1.0,1.0,0.9953130132036362,0.9988282533009091
1.0,1.0,0.928445463847998,0.4821113659619995
1.0,1.0,0.9452438933060974,0.6454018824174335
1.0,1.0,0.9071221757167931,0.499507816656471
1.0,1.0,0.9488004815860871,0.7997001203965217
1.0,1.0,0.8266249784332147,0.8066562446083038
1.0,1.0,0.9218340569531727,0.5304585142382932
1.0,1.0,0.9494837723032991,0.6873709430758247
1.0,1.0,0.9098857244421874,0.7274714311105468
1.0,1.0,0.9789934203192877,0.8876054979369647
1.0,1.0,0.9540307930680997,0.5385076982670249
1.0,1.0,0.8349320044362684,0.6087330011090671
1.0,1.0,0.988993384110785,0.8472483460276963
1.0,1.0,0.9568782121934913,0.8392195530483729
1.0,1.0,0.9923552767545225,0.9980888191886306
0.0,0.3333333333333333,0.9162160068335201,0.22905400170838003
1.0,1.0,0.9851593046790202,0.996289826169755
1.0,1.0,0.829423705056761,0.20735592626419025
1.0,1.0,0.9402718465025498,0.8779251044827803
0.0,0.8333333333333334,0.8434773832060918,0.8537264886586657
1.0,1.0,0.9323741717065086,0.9830935429266272
1.0,1.0,0.8830361747276645,0.37075904368191615
1.0,1.0,0.9249308795667842,0.418732719891696
0.5,1.0,0.8697022571601227,0.21742556429003068
1.0,0.875,0.9328056506955358,0.8760585555310269
1.0,0.0,0.8095331759619049,0.5773832939904762
1.0,0.8,0.9030005898421686,0.4757501474605421
1.0,1.0,0.9512108383629406,0.6128027095907351
1.0,1.0,0.83686889935445,0.4592172248386125
1.0,1.0,0.9613047606777535,0.7403261901694383
1.0,1.0,0.9219924094876988,0.7304981023719247
0.0,0.6666666666666666,0.840615153679619,0.21015378841990476
1.0,1.0,0.8377505279356354,0.555591478137755
1.0,1.0,0.8838394292394081,0.6495312858812806
0.5,0.0,0.8361083951023645,0.2090270987755911
1.0,1.0,0.9326795360511893,0.661741312584226
1.0,1.0,0.9645672354165867,0.7411418088541467
1.0,1.0,0.8990559521933321,0.6863024495867946
1.0,1.0,0.7372692886231549,0.18431732215578872
1.0,1.0,0.9772483753165399,0.744312093829135
1.0,1.0,0.9151564693775194,0.6787891173443799
1.0,1.0,0.9416626806423259,0.6445065792514906
1.0,1.0,0.9979811519833591,0.9994952879958398
1.0,1.0,0.9158596743107766,0.6380558276686032
1.0,1.0,0.8979099604233626,0.5244774901058407
1.0,1.0,0.9783955782640903,0.9264170763842043
1.0,1.0,0.9668266254966877,0.5274209420884577
1.0,1.0,0.9785978038024175,0.7446494509506043
1.0,1.0,0.9524723358385758,0.8809752268167867
0.0,0.5,0.7935199977735726,0.19837999944339316
1.0,0.6666666666666666,0.8110602390844539,0.20276505977111348
0.0,1.0,0.8327871763222612,0.2081967940805653
1.0,1.0,0.9376762152483678,0.5558476252406633
1.0,1.0,0.9064931262028839,0.6881617430891824
1.0,1.0,0.8084283225928134,0.4163927949339177
1.0,1.0,0.93115069865768,0.79528767466442
1.0,1.0,0.9882360596512525,0.9970590149128131
1.0,1.0,0.8936269011012721,0.723406725275318
0.6666666666666666,1.0,0.9339659426862836,0.6084914856715709
1.0,1.0,0.8808137830563063,0.55353677909741
0.0,0.5,0.8216711879139815,0.20541779697849538
1.0,1.0,0.9712379612328823,0.6713809188796491
1.0,1.0,0.9497615669463207,0.79994039173658
0.6666666666666666,1.0,0.8962239059584216,0.4967832492168781
1.0,1.0,0.6840291526054546,0.17100728815136365
1.0,1.0,0.8416854940384649,0.34678500987325256
1.0,1.0,0.9387354096922029,0.6096838524230508
1.0,1.0,0.9565772700748832,0.6677157460901494
1.0,1.0,0.8872711970229805,0.7218177992557451
1.0,1.0,0.9059603285128799,0.45725931289745075
0.6666666666666666,1.0,0.7883286019897617,0.19708215049744043
1.0,1.0,0.8986738684165315,0.3400530824887482
0.0,1.0,0.876032290240566,0.2190080725601415
1.0,1.0,0.8957294774262616,0.5989323693565654
0.0,1.0,0.8718079461613233,0.21795198654033082
1.0,1.0,0.9169563161440552,0.7065118063087411
1.0,1.0,0.8560866717628056,0.2140216679407014
1.0,1.0,0.9483386599232149,0.4870846649808037
1.0,0.8333333333333334,0.889921282782217,0.40998032069555423
1.0,1.0,0.9720012989873827,0.5430003247468458
1.0,0.8571428571428571,0.8954299548343887,0.4965847614358699
1.0,0.6,0.8506903106573125,0.4269582919500424
0.0,1.0,0.8308951435428882,0.20772378588572205
0.0,1.0,0.7532333000660327,0.18830832501650818
1.0,1.0,0.932910339652115,0.9332275849130287
1.0,0.6666666666666666,0.9145675382307816,0.6036418845576954
1.0,1.0,0.8540220713459863,0.21350551783649657
1.0,1.0,0.8611768108138151,0.21529420270345379
1.0,1.0,0.941442699582975,0.7353606748957437
1.0,1.0,0.9521240785665682,0.938031019641642
1.0,1.0,0.8851465509800712,0.6303775468359268
1.0,1.0,0.8813848974397669,0.3453462243599417
1.0,1.0,0.9115331088030731,0.5278832772007683
1.0,1.0,0.7958900003850727,0.19897250009626818
0.0,0.6666666666666666,0.7951608996495421,0.19879022491238552
1.0,1.0,0.6669111334827403,0.43945505609795776
1.0,1.0,0.8029212818485758,0.7632303204621438
1.0,1.0,0.6632744859515747,0.4658186214878937
0.0,0.25,0.6700800659733261,0.16752001649333154
1.0,0.6666666666666666,0.7600988187710919,0.49002470469277304
1.0,0.5,0.7360226589821084,0.559005664745527
1.0,0.8571428571428571,0.6580578702600386,0.16451446756500965
1.0,1.0,0.7373948976197234,0.9343487244049309
1.0,1.0,0.6983381909294091,0.6745845477323522
1.0,1.0,0.7720272341169455,0.5680068085292364
1.0,1.0,0.697232300642405,0.17430807516060126
1.0,1.0,0.6595072639185512,0.1648768159796378
1.0,1.0,0.6503798140994708,0.1625949535248677
1.0,1.0,0.6938966637886674,0.4734741659471669
1.0,1.0,0.631294380819966,0.1578235952049915
1.0,0.6666666666666666,0.7450465452977565,0.4862616363244392
1.0,1.0,0.6461882225748751,0.16154705564371877
